index,index,text
1468,1468,How does this deal help strengthen the US ?
1469,1469,I ' ll be on @ americanowradio with Andy Dean at 6 : 30 ET today talking about last night ' s @ FoxNews debate .
1470,1470,"Don ’ t worry , it won ’ t happen !"
1471,1471,The Ultimate Merger :
1472,1472,Mitch and I have made great progress . Coming back fast !
1473,1473,"WOW ! Thank you , just landed , see everyone soon !"
1474,1474,The GOP doesn ' t waste an opportunity to waste an opportunity . Defunding Obamacare should be central to any deal .
1475,1475,"Congress must go back to DEDUCTIBILITY by businesses if Restaurants , Clubs & amp ; Entertaiment is expected to flourish ( like never before ) !"
1476,1476,""" You have to know when to call it quits and when to keep moving forward . "" - - Donald J . Trump"
1477,1477,"“ Trump did a deal with Japan . A lot of our product goes to Japan , and we are booming in North Dakota . ” Jim on C Spa …"
1478,1478,"My book , Midas Touch , with Robert Kiyosaki ( Rich Dad , Poor Dad ) will be in bookstores tomorrow - - it ' s a grea … ( cont )"
1479,1479,"On # NationalTeacherDay , we recognize the countless men and women who dedicate their lives to instilling character , …"
1480,1480,"Wow , great foresight !"
1481,1481,Utah Attorney General Sean Reyes ( @ SeanReyesUT ) is a fighter and hard worker for the Great State of Utah . He is a b …
1482,1482,Why did the W . H . O . Ignore an email from Taiwanese health officials in late December alerting them to the possibilit …
1483,1483,We spent over a billion on Libya and lead the way - - - why is Europe getting the oil ?
1484,1484,Thank you to the Great State of Tennessee . We are with you all the way !
1485,1485,Good luck Angela !
1486,1486,"Today people started losing their jobs because of Crazy Nancy Pelosi , Cryin ’ Chuck Schumer , and the Radical Left , D …"
1487,1487,My two great friends . Proud of you both !
1488,1488,"Remember , the Cure can ’ t be worse than the problem itself . Be careful , be safe , use common sense !"
1489,1489,"“ I think the situation is unprecedented , and there is no question about that . It ’ s whiplash ! The economy was moving …"
1490,1490,"The Federal Reserve must be a leader , not a very late follower , which it has been !"
1491,1491,In my new book # TimeToGetTough I make a full financial disclosure detailing my net worth .
1492,1492,He ' s hired ! Listen to my # Apprentice Andy launch his radio show @ AmericaNowRadio with me tomorrow 6PM
1493,1493,The world is at war with a hidden enemy . WE WILL WIN !
1494,1494,What is the purpose of having White House News Conferences when the Lamestream Media asks nothing but hostile quest …
1495,1495,Many States moving to SAFELY & amp ; QUICKLY reopen !
1496,1496,". . . . be put in use IMMEDIATELY . PEOPLE ARE DYING , MOVE FAST , and GOD BLESS EVERYONE ! @ US_FDA @ SteveFDA @ CDCgov @ DHSgov"
1497,1497,Great credit must be given to @ FEMA and all of those that are helping our States make it big !
1498,1498,Retired Four Star General Jack Keane will receive the PRESIDENTIAL MEDAL OF FREEDOM next week !
1499,1499,It has been great to meet so many wonderful people in my # TimeToGetTough book signings . Anyone who wants to be Prez should read !
1500,1500,Waterboarding KSM gave us the intelligence that lead to Bin Laden .
1501,1501,"Be sure to watch the Larry King Show tomorrow night on CNN , 9 p . m . I ' ll be the host , Larry the guest ."
1502,1502,HAPPY GOOD FRIDAY TO ALL !
1503,1503,Donald Trump will be appearing on The View tomorrow morning to discuss Celebrity Apprentice and his new book Think Like A Champion !
1504,1504,Washington is wasting over $ 2 billion this year on Solyndra type loans . Yet they want to cut military spending .
1505,1505,I ' m helping the Serta Counting Sheep get back to work . Enter the contest and win a trip to Las Vegas . .
1506,1506,"NY Jets center , Nick Mangold , interns for Trump . Watch Trump ' s Fabulous World of Golf tonight 9PM ET on Golf"
1507,1507,Happy to have @ GroverNorquist endorsement of the Newsmax - @ iontv debate I am moderating
1508,1508,“ Joe Biden represents the past . President Trump represents the future . ” @ LisaMarieBoothe @ edhenry @ FoxNews
1509,1509,"Eric , I can live with that !"
1510,1510,“ Economic impact of Covid - 19 . ” @ foxandfriends Very interesting analysis . Light at the end of the tunnel . Thank you !
1511,1511,"Had dinner with @ RickPerry last night - - - great guy , straight shooter , impressive record ."
1512,1512,"The Fake and Corrupt News never called Google . They said this was not true . Even in times such as these , they are n …"
1513,1513,"Highest Stock Market In History , By Far !"
1514,1514,"This will never be approved by me , or any other Republican !"
1515,1515,America ' s debt officially became 100 % of our GDP on @ BarackObama ' s 50th birthday - - - coincidence ?
1516,1516,No taxes the only good thing about DC Debt Deal .
1517,1517,"Best unemployment numbers in the history of our Country . Best employment number EVER , almost 160 million people wor …"
1518,1518,"As you know , I designated this day to be a National Day of Prayer . As our Nation heals , our Spirit has never been S …"
1519,1519,"@ BarackObama has not released his own debt plan yet . He ' s totally lost , ineffective , desperate . GOP has its best chance to make a great deal"
1520,1520,"As usual with “ this ” General Motors , things just never seem to work out . They said they were going to give us 40 , 00 …"
1521,1521,"Last week to enter the "" Think Like A Champion "" signed book and keychain contest :"
1522,1522,". . . . to it , as appropriate . The Task Force will also be very focused on Vaccines & amp ; Therapeutics . Thank you !"
1523,1523,The only job @ BarackObama cares about is his own . Everything he does is for his own reelection .
1524,1524,Read this about @ Lawrence . . . .
1525,1525,"I want all Americans to understand : we are at war with an invisible enemy , but that enemy is no match for the spiri …"
1526,1526,"Will be online tomorrow morning at 10 : 30am ( Eastern ) watching @ jackngraham from @ Prestonwood Baptist in Dallas , Tex …"
1527,1527,"Because of how badly they did with the Impeachment Hoax , AOC will primary Cryin ’ Chuck Schumer , and win , and Jerry …"
1528,1528,"STRONG & amp ; UNITED , WE WILL PREVAIL !"
1529,1529,This is a disgraceful situation !
1530,1530,"Democrats in the Great State of Nevada ( Which , because of the Economy , Jobs , the Military & amp ; Vets , I will win in Nov …"
1531,1531,"My interview on @ gretawire last night - "" Our Leaders Are Leading Us Into ' Oblivion ' """
1532,1532,Correct !
1533,1533,Ron Paul is right that we are wasting trillions of dollars in Iraq and Afghanistan .
1534,1534,Congratulations to John Rich and to Marlee Matlin for a terrific job throughout the season . You are both great !
1535,1535,In today ' s # trumpvlog I answer your questions about what you should be doing in this uncertain economy . . .
1536,1536,. @ RepKevinBrady ( R ) of Texas - 08 loves Texas & amp ; our Country . He has been a GREAT Congressman & amp ; supporter of # MAGA . St …
1537,1537,"- - Work has begun , ahead of schedule , to build the greatest golf course in history : Trump International – Scotland ."
1538,1538,The @ SuperCommittee will fail . The Republicans never should have agreed to the debt deal .
1539,1539,"So much for creating American jobs - - @ BarackObama gave $ 529 Million to a "" Green "" car company - - - so they can be manufactured in Finland ."
1540,1540,THe people at shouldtrumprun . com have got it right ! How are our factories supposed to compete with China and other countries . . .
1541,1541,"GET RID OF BALLOT HARVESTING , IT IS RAMPANT WITH FRAUD . THE USA MUST HAVE VOTER I . D . , THE ONLY WAY TO GET AN HONEST COUNT !"
1542,1542,Fake News ! !
1543,1543,Solyndra ' s government loan and subsequent bankruptcy prove that @ BarackObama is both corrupt and inept .
1544,1544,"The Debate , @ BarackObama ' s mic , and my Endorsement in today ' s # trumpvlog - - -"
1545,1545,Congratulations to my son Eric for making the Forbes 30 under 30 list . He ' s done a great job !
1546,1546,""" Donald Trump , I think , would be fairer than a lot of the folks that have been moderating debates over the past few months . "" @ RickSantorum"
1547,1547,Wishing all a safe and blessed Easter Sunday . I will be tuning into Pastor @ robertjeffress at …
1548,1548,Check out the last webisode in our 3 part series featuring me with Serta . Which one was your favorite ? www . youtube . com / user / mattressserta
1549,1549,Check out Donald Trump ' s new iGoogle Showcase
1550,1550,My interview this morning on Good Morning America with George Stephanopoulos
1551,1551,. . . . I want to thank Acting Chief Mick Mulvaney for having served the Administration so well . He will become the Uni …
1552,1552,"Check out today ' s From The Desk Of Donald Trump at I ' m willing to answer your questions , tweet me . . . ."
1553,1553,". . . . Their response to H1N1 Swine Flu was a full scale disaster , with thousands dying , and nothing meaningful done …"
1554,1554,"Nancy Pelosi and the Democrats delayed the Workers Help / Stimulus Bill by over a week , trying to add real “ junk ” int …"
1555,1555,"Attending meetings on Covid - 19 in the White House . Working with States and local governments , many of whom have don …"
1556,1556,"ObamaCare is such a national treasure that @ BarackObama has waived over 1 , 200 companies from the law"
1557,1557,I am increasingly concerned with the UN ' s ploy against @ Israel this coming week and will monitor all events closely from Australia .
1558,1558,"KEEPING THE HOME SAFE , ENCOURAGE YOUR FAMILY MEMBERS TO . . . ."
1559,1559,Thanks to Giovanni ' s Coal Fire Pizza of Florida for donating enough pizza to feed 750 Police Athletic League youngsters in NY this Friday .
1560,1560,Don ' t forget to tune in tonight for another exciting episode of The Apprentice - - 10 p . m . on NBC .
1561,1561,@ shouldtrumprun Hundreds of thousands of supporters have already gone to and joined the movement at shouldtrumprun . com Have you ?
1562,1562,"Great new book out by @ realKTMcFarland , “ Revolution : Trump , Washington , and We the People ” . Get your copy today !"
1563,1563,Take a look at and to see these beautiful hotels .
1564,1564,Democrats = 17 Witnesses . Republicans = 0 Witnesses .
1565,1565,If the Prez wants to create jobs talk to some business people - - - not liberal intellectuals .
1566,1566,""" I love America . And when you love something you protect it passionately - - fiercely , even . # TimeToGetTough ( cont )"
1567,1567,"I hate to be promoting AT & amp ; T , but @ OANN is Great News , not Fake News . Everybody should be carrying them !"
1568,1568,I am happy to see the majority of the GOP candidates agree with me that the tax code must be simplified and the rates dropped .
1569,1569,". . . . lost for Evan “ McMuffin ” McMullin ( to me ) . Steve Schmidt & amp ; Reed Galvin lost for John McCain , Romney ’ s campaign …"
1570,1570,"The Democrat controlled House never even asked John Bolton to testify . It is up to them , not up to the Senate !"
1571,1571,The job plan by @ BarackObama is nothing more than a second stimulus . The first failed and so will this one .
1572,1572,"It is a wonderful feeling to know that our States are loaded up with Ventilators , many brand new and high quality j …"
1573,1573,Steve is one of the very best in the Senate . He is competing against a failed Democrat Presidential candidate who n …
1574,1574,"Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders , and take the nomination away from him !"
1575,1575,"What is better advice - "" The Art of the Deal "" or "" Rules for Radicals "" ? I know which one @ BarackObama prefers ."
1576,1576,Don ' t forget to tune in tonight to see another unpredictable and exciting episode of The Apprentice - - 10 pm on NBC
1577,1577,Tom Tiffany ( @ TomTiffanyWI ) is a Great Advocate for the incredible people of Wisconsin ( WI07 ) . We need Tom in Congr …
1578,1578,Rep . Jim Jordan Delivers Knockout Blow to Schiff ’ s Reputation
1579,1579,Why did @ BarackObama liberate Libya and do nothing for the Iranian protestors ? Iran is a threat to our national security .
1580,1580,I don ' t want to be the only billionaire in America - - - I want all Americans to be rich .
1581,1581,@ BarackObama took another swipe at the State of Israel for building in their capital Jerusalem on a Jewish hol … ( cont )
1582,1582,New The Next Generation videos @ donaldjtrumpjr - @ ivankatrump - @ erictrump -
1583,1583,"Just reported that the United States has done far more “ testing ” than any other nation , by far ! In fact , over an ei …"
1584,1584,"I ' m sick of always reading about outsourcing . Why aren ' t we talking about "" onshoring "" ? We need to bring manufa … ( cont )"
1585,1585,My new book # TimeToGetTough is the best present of the holiday season . A great gift for anyone who cares about this country .
1586,1586,"Watch me tonight on Fox News at 10 p . m . with Greta Van Susteren , @ Gretawire ."
1587,1587,Happy to have @ ralphreed and the FFC ' s endorsement of the Newsmax - @ iontv debate . FFC is a great organization .
1588,1588,"@ Johnboehner : Stop "" The China Curse "" - - - Pass the China Currency Bill !"
1589,1589,""" If other countries benefit from our armed forces protecting them , those countries should pay for the protection . "" # TimeToGetTough"
1590,1590,Looking forward to speaking at # sparknb next week in Atlantic Canada - - my first time ever .
1591,1591,The Wisconsin Supreme Court ruled that tomorrow ’ s election will proceed as scheduled . VOTE for Justice Daniel Kelly …
1592,1592,THANK YOU COLORADO ! # KAG2020
1593,1593,"Yesterday @ BarackObama actually spent a full day in Washington . He didn ' t campaign , fund raise or play golf . Shocking ."
1594,1594,Ending surprise medical billing moving ahead in Congress ! Thanks to Ways & amp ; Means and Education / Labor Committees for …
1595,1595,"Two months in jail for a Swamp Creature , yet 9 years recommended for Roger Stone ( who was not even working for the …"
1596,1596,What a convenient mistake : @ BarackObama issued a statement for Kwanza but failed to issue one for Christmas .
1597,1597,""" Always know you could be on the precipice of something great . "" - - Donald J . Trump"
1598,1598,""" Sometimes understanding other people ' s problems is the key to finding opportunities . "" - - Midas Touch w / @ atheRealKiyosaki"
1599,1599,"Be sure to watch the Celebrity Apprentice on Sunday night , 9 pm on NBC ."
1600,1600,Congressman Michael Guest ( @ GuestCongress ) is an incredible fighter for the Great State of Mississippi . Michael is …
1601,1601,Congratulations to State Representative Karen Whitsett of Michigan . So glad you are getting better !
1602,1602,The habitual vacationer : @ BarackObama has campaigned on our dime more than any previous president in history … ( cont )
1603,1603,. . . . . Melania and I send our warmest condolences to Vanessa and the wonderful Bryant family . May God be with you all !
1604,1604,"The Governor of Michigan should give a little , and put out the fire . These are very good people , but they are angry …"
1605,1605,"A group of RINO Republicans who failed badly 12 years ago , then again 8 years ago , and then got BADLY beaten by me , …"
1606,1606,The world is at war with a hidden enemy . WE WILL WIN !
1607,1607,"That doesn ’ t sound like Michael , does it ?"
1608,1608,"This is a direct & amp ; dangerous threat to the U . S . Supreme Court by Schumer . If a Republican did this , he or she would …"
1609,1609,"Beautiful , thank you to our GREAT @ BlueAngels and @ AFThunderbirds !"
1610,1610,THANK YOU WASHINGTON ! # KAG2020
1611,1611,"A very good sign is that empty hospital beds are becoming more and more prevalent . We deployed 418 Doctors , Nurses …"
1612,1612,Schumer has brought great danger to the steps of the United States Supreme Court !
1613,1613,Iraq in political turmoil one day after we leave - - - I told you so .
1614,1614,"“ Nancy Pelosi all of a sudden doesn ’ t like the payroll tax cut , but when Obama proposed it she thought it was a bri …"
1615,1615,". . . . produced in the thousands , and we have many to spare . We are helping other countries which are desperate for th …"
1616,1616,READ THE TRANSCRIPTS !
1617,1617,A Poll in today ’ s New York Post says that 77 % of “ U . S . adults have confidence in their government ’ s ability to hand …
1618,1618,Great being in New Hampshire last night . I would say that was the biggest political Rally in New Hampshire history . Incredible evening !
1619,1619,The Wall Street Journal always “ forgets ” to mention that the ratings for the White House Press Briefings are “ throu …
1620,1620,Thoughts on my speech this past weekend in today ' s # trumpvlog . . .
1621,1621,Thank you !
1622,1622,"The stimulus "" is a net negative effect on the growth of GDP over 10 years "" - - as admitted by @ BarackObama ' s own CBO"
1623,1623,At least they admit it . The Failing @ nytimes & amp ; @ washingtonpost never correct their Fake Reporting !
1624,1624,"Once we OPEN UP OUR GREAT COUNTRY , and it will be sooner rather than later , the horror of the Invisible Enemy , exce …"
1625,1625,This will never get old !
1626,1626,"Really nice to see this and , what a great pick !"
1627,1627,"Last month all you heard from the Radical Left , Do Nothing Democrats was , “ Ventilators , Ventilators , Ventilators . ” …"
1628,1628,"Republicans in Iowa , go out and Caucus today . Your great Trade Deals with China , Mexico , Canada , Japan , South Korea …"
1629,1629,The American economy would grow if Washington didn ’ t keep threatening higher taxes and more regulations . Government is not the solution .
1630,1630,Iran is closing the Strait of Hormuz for a military exercise . Imagine what they will do with nukes ? !
1631,1631,"Watch Mark Levin interview of Charlie Kirk tonight at 11 : 00 P . M . on @ FoxNews . Amazing ! ! ! And , while you ’ re at it , …"
1632,1632,". . . the worst weeks ever . ” She could have had a much better week if Crazy Nancy , who is the most overrated person in …"
1633,1633,"Iran admits to aiding the Libyan "" Rebels "" and Ahmadinejad received a letter of thanks - when will Washington learn ?"
1634,1634,Congratulations to my daughter Ivanka and her husband Jared on the birth of their daughter Arabella Rose yesterday .
1635,1635,"First there was the Declaration of Independence , then there was the Constitution . Now there is # TimeToGetTough . Available today ."
1636,1636,Can ’ t see AOC plus 3 supporting Sleepy Joe !
1637,1637,"Ford , General Motors and Tesla are being given the go ahead to make ventilators and other metal products , FAST ! …"
1638,1638,". . . . them happy , or even a little bit satisfied . They were RUDE and NASTY . This is their political playbook , and the …"
1639,1639,THANK YOU MISSISSIPPI ! # KAG2020
1640,1640,Want jobs ? Slash corporate tax rate . Tax incentives for companies that create jobs in US . America will boom .
1641,1641,My @ foxandfriends interview from yesterday discussing how @ BarackObama failed to show any leadership on th … ( cont )
1642,1642,"The North Coast of Scotland is spectacular - - the sea , the sand dunes , the rolling bluffs - - we walked the course and it is fantastic ."
1643,1643,"Great story . Thank you to Mr . Young of Jonesboro , Arkansas !"
1644,1644,America deserves a commander in chief who respects the challenges and realities our Armed Forces face in our ( cont )
1645,1645,". . . . No matter where you may be , I encourage you to turn towards prayer in an act of faith . Together , we will easily PREVAIL !"
1646,1646,See the new sizzle reel for The Apprentice
1647,1647,@ BarackObama is sure a master delegator .   He has sent @ Joe_Biden to China .   The Chinese are laughing at us . We MUST do better .
1648,1648,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time . It was a terrific season - - congrats to everyone !
1649,1649,"“ They ( Conservatives ) thought the merits of the Impeachment case were weak , and therefore his ( Romney ’ s ) judgement …"
1650,1650,A record high 6 . 7 % of Americans are living in extreme poverty . This is tragic . We can do better .
1651,1651,"So true , although Honest Abe wasn ’ t bad . Thank you !"
1652,1652,The Solyndra Scandal - - @ BarackObama ' s $ 500Million photo op . He loves wasting our money .
1653,1653,Plus many !
1654,1654,"So last year 37 , 000 Americans died from the common Flu . It averages between 27 , 000 and 70 , 000 per year . Nothing is …"
1655,1655,Derek Jeter ' s baseball and more in today ' s # trumpvlog . . .
1656,1656,My interview with @ gretawire discussing @ BarackObama ' s failed presidency and # TimeToGetTough
1657,1657,First the Fake News Media said that it ’ s not fair for the President of the United States to be giving news conferen …
1658,1658,"@ macmiller "" Donald Trump the Song "" gets 16M hits on YouTube . Who wouldn ' t be flattered ?"
1659,1659,"The W . H . O . really blew it . For some reason , funded largely by the United States , yet very China centric . We will be …"
1660,1660,The Eric Trump Foundation Golf Invitational benefiting St . Jude Children ' s Research Hospital is today - - and i … ( cont )
1661,1661,"Coming up in March : The "" Comedy Central Roast of Donald Trump . "" March 15 , mark your calendars ."
1662,1662,"Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park , it was fantastic . Stay tuned for Part 2 . ."
1663,1663,Today ' s # trumpvlog answers your tweets about my thoughts on the Republican candidates . . .
1664,1664,"Piers , I like you too !"
1665,1665,Democrats admitting the Impeachment Hoax !
1666,1666,Why aren ' t we getting any oil from Iraq before we leave ? We are leaving the country wide open for Iran . Big mistake .
1667,1667,"But I love Diamond & amp ; Silk , and so do millions of people !"
1668,1668,". . . . And then came a Plague , a great and powerful Plague , and the World was never to be the same again ! But America …"
1669,1669,"Laura , just another Fake News Report !"
1670,1670,Great Alan . They are Fake News !
1671,1671,It ' s going to get hotter in Las Vegas tonight ! Watch the Miss Universe Pageant tonight on NBC at 9 p . m . I ' m looking forward to being there !
1672,1672,"Many complaints coming in about Maine . I love that State , won Maine 2 - Don ’ t make the cure worse than the problem …"
1673,1673,Today I spoke with American physicians and nurses to thank them for their tireless work . Doctors and nurses are at …
1674,1674,Thank you Michael . You also !
1675,1675,We need a balanced budget Amendment because Congress has no fiscal discipline .
1676,1676,How will raising taxes create jobs ? Washington is all out of answers . New leadership is needed .
1677,1677,"It ' s inconvenient and inconsiderate : @ BarackObama is doing a fundraiser tonight , making it almost impossibl … ( cont )"
1678,1678,My interview with @ gretawire last night on @ FoxNews : @ BarackObama ' Missed His Opportunity '
1679,1679,"Congratulations to Bret Michaels , the new Celebrity Apprentice . Bret ' s a true champion , all of us were happy to see him and to see him win !"
1680,1680,Thank you to Harvard and all others !
1681,1681,"I never said the pandemic was a Hoax ! Who would say such a thing ? I said that the Do Nothing Democrats , together wi …"
1682,1682,“ An investigation into NOTHING . ” The wonderful @ trish_regan on the Mueller Witch Hunt !
1683,1683,Thank you !
1684,1684,"I work from early in the morning until late at night , haven ’ t left the White House in many months ( except to launch …"
1685,1685,Dirty Cop !
1686,1686,I was featured on the @ todayshow this morning and was interviewed by @ meredithvieira . In case you missed it . . .
1687,1687,Elena Kagan recused herself from 25 cases in the USC ' s last term . She should not adjudicate ObamaCare . Her 200 … ( cont )
1688,1688,"The National Institutes of Health is home to some of the greatest doctors , scientists , and researchers in the world …"
1689,1689,"We are going to WIN , sooner rather than later !"
1690,1690,". @ ClaudiaTenney is a fantastic candidate running in New York , where she was a Great member of Congress . She is Stro …"
1691,1691,China has so much of our debt that they can ' t put us in default w / o killing themselves - - - US needs our toughest negotiator - - - and fast !
1692,1692,Thank you to @ JackBrewerBSI for your kind words on the great progress we have made on our powerful African - American …
1693,1693,"Did you know that one of seven Americans is now on food stamps ? Think of it . In the United States , the most pr … ( cont )"
1694,1694,Congressman Bill Posey is a tremendous fighter for the Great State of Florida . He is a big supporter of our # MAGA A …
1695,1695,"Cuomo ridiculously wanted “ 40 thousand Ventilators ” . We gave him a small fraction of that number , and it was plenty …"
1696,1696,""" When the achiever achieves , it ' s not a plateau , it ’ s a beginning . "" - - Donald J . Trump"
1697,1697,"I am giving consideration to a QUARANTINE of developing “ hot spots ” , New York , New Jersey , and Connecticut . A decis …"
1698,1698,"My wife Melania Trump ' s show was a tremendous success last night . In case you missed her , you can see her again tonight on @ QVC at 7 pm ET"
1699,1699,Russia wants him to win !
1700,1700,Check out a list of Donald Trump ' s books for summer reading at the Trump University Blog :
1701,1701,We don ' t need another stimulus . The first one was a complete failure . Why repeat the same mistake ?
1702,1702,"Despite reports to the contrary , Sweden is paying heavily for its decision not to lockdown . As of today , 2462 peopl …"
1703,1703,"The more you learn about the debt deal , the worse it gets ."
1704,1704,"Coronavirus : In addition to screening travelers “ prior to boarding ” from certain designated high risk countries , or …"
1705,1705,"I will be going to the Great State of Tennessee on Friday . The USA stands with the people of Tennessee 100 % , whatev …"
1706,1706,@ BarackObama will hear loud and clear today the message NY - 9 is sending by electing @ Bobturner9th - - @ Israel is our friend and ally .
1707,1707,It snowed over 4 inches this past weekend in New York City . It is still October . So much for Global Warming .
1708,1708,. @ CNN doesn ’ t want to speak about their persecution of General Michael Flynn & amp ; why they got the story so wrong . The …
1709,1709,". . . On Monday , nearly 12 . 2 million people watched Mr . Trump ’ s briefing on CNN , Fox News and MSNBC , according to Niel …"
1710,1710,. . . . Together we will Fight for Small Businesses and Protect American Energy workers ! Shelley has my Complete and To …
1711,1711,"There will be a News Conference by the CoronaVirus Task Force today at the White House , 5 P . M . @ VP We are working …"
1712,1712,@ BarackObama has a record low 39 % Gallup approval rating . Why so high ?
1713,1713,We should immediately close all tax loopholes that favor foreign investments and taking our jobs overseas t … ( cont )
1714,1714,"On International Holocaust Remembrance Day , we remember the millions of precious souls who perished as a result of …"
1715,1715,"I was thrilled to be back in Colorado Springs tonight , beneath the majestic peaks of the Rocky Mountains , with thou …"
1716,1716,""" My persona will never be that of a wallflower - I ’ d rather build walls than cling to them "" - - Donald J . Trump"
1717,1717,My @ FoxNews interview with @ gretawire explaining that I am keeping all my options available for 2012
1718,1718,I ' m signing copies of my new book # TimeToGetTough this Thursday Dec 15 at Trump Tower ( Fifth Ave between 56 & 57 ) from 12 noon to 2 pm .
1719,1719,"My @ foxandfriends interview duscussing my meeting with @ newtgingrich , the Newsmax - @ iontv debate and # TimeToGetTough"
1720,1720,"It was my great honor to address the National Association of Counties Legislative Conference where 1 , 200 County Lea …"
1721,1721,". . . . . biggest test of his presidency emboldened , ready to claim exoneration , and take his case of grievance , persecu …"
1722,1722,Good idea Dana !
1723,1723,"Great news , thank you !"
1724,1724,Egypt is turning into a hot bed of radical Islam . The current protest is another coup attempt . We should never have abandoned Mubarak .
1725,1725,White House news conference today at 5 : 30 P . M . Eastern . Thank you !
1726,1726,""" Strive for wholeness and keep your sense of wonder intact . "" - - Donald J . Trump"
1727,1727,Our Marines are sent to kill the Taliban not coddle them . USMC should be praised not investigated . Semper Fi !
1728,1728,"FAKE NEWS , THE ENEMY OF THE PEOPLE !"
1729,1729,Polls are showing tremendous disapproval of Lamestream Media coverage of the Virus crisis . The Fake News just hasn ’ t figured that out yet !
1730,1730,The Obama / Biden Administration is the most corrupt Administration in the history of our Country !
1731,1731,The States have to step up their TESTING !
1732,1732,Americans who can afford to buy enough food is now at a 3 year low .   Is this @ BarackObama ’ s ‘ recovery ’ ?
1733,1733,Check out my most recent interview with CNN . . .
1734,1734,""" The American work ethic is what led generations of Americans to create our once prosperous nation . "" ( cont )"
1735,1735,"FAKE POLLING , just like 2016 ( but worse ) !"
1736,1736,Fast and Furious put semi - automatics in the hands of Mexican drug lords that killed Americans - @ BarackObama should answer all questions .
1737,1737,"Republicans love the biggest Tax Cuts , Rebuilt Military , Choice for Vets , saving 2nd Amendment and many other thing …"
1738,1738,@ BarackObama has increased the EPA budget by over 150 % . The EPA is an impediment to both growth and jobs . It sends jobs overseas .
1739,1739,""" I would have done it because people who don ' t ordinarily lock in will watch . "" @ oreillyfactor on Newsmax - @ iontv debate to @ jayleno"
1740,1740,". . . . very often FAKE NEWS . Lamestream Media should be forced to reveal sources , very much as they did in the long ag …"
1741,1741,That trip would be to the Trump International Hotel Las
1742,1742,. @ GOPLeader Kevin McCarthy informed me that I was 20 for 20 on Tuesday with respect to my Endorsement of candidates …
1743,1743,Can you imagine if @ BarackObama had passed Cap and Trade ? ! Energy costs would be double from already record highs .
1744,1744,The new season of the Celebrity Apprentice begins Feb . 12 - - be prepared for the best season yet !
1745,1745,"Today , @ FLOTUS celebrates the two year anniversary of # BeBest , her initiative dedicated to bringing awareness to is …"
1746,1746,"In response to @ Lawrence , my net worth is substantially more than 7 billion dollars - - - very low debt , great as … ( cont )"
1747,1747,". . . . was given a horrendous report by his superior , the man he reported to , who publicly stated that Vindman had pro …"
1748,1748,"Another win just in . Nervous Nancy Pelosi and the Democrats in Congress sued me , thrown out . This one unanimous , in …"
1749,1749,My interview from yesterday with @ seanhannity
1750,1750,“ The only thing we got wrong is that it was even worse ( the corruption ) than we thought . ” @ Jim_Jordan DIRTY COPS !
1751,1751,I was invited by Caroline Wozniacki to sit with her family in her special box during her match at the U . S . Open yesterday . She ' s fantastic !
1752,1752,My @ FoxNews interview from last night with @ gretawire discussing yesterday ' s meeting with @ MittRomney
1753,1753,Elizabeth “ Pocahontas ” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from hi …
1754,1754,"Tune in tonight to Greta van Susteren ' s show , On the Record , which airs on Fox News at 9 p . m ."
1755,1755,@ BarackObama will attack Iran in the not too distant future because it will help him win the election . If the … ( cont )
1756,1756,"When Jerome Powell started his testimony today , the Dow was up 125 , & amp ; heading higher . As he spoke it drifted steadi …"
1757,1757,Enter the stay at Trump International Hotel Las Vegas
1758,1758,Australia ’ s Central Bank cut interest rates and stated it will most likely further ease in order to make up for Chi …
1759,1759,"CUT , CAP AND BALANCE . TAXED ENOUGH ALREADY !"
1760,1760,"# trumpvlog Same last name , same bad ratings - @ lawrence and @ rosie . . . . ."
1761,1761,China is neither an ally or a friend - - they want to beat us and own our country .
1762,1762,"I watch and listen to the Fake News , CNN , MSDNC , ABC , NBC , CBS , some of FOX ( desperately & amp ; foolishly pleading to be …"
1763,1763,"It was my great honor to be back in South Carolina tonight , with thousands of hardworking American Patriots who bel …"
1764,1764,“ The States have to get the money to the people who need it . ” @ MariaBartiromo And FAST !
1765,1765,"The Paycheck Protection Program is up and running ! The program is open to nonprofits as well , so banks be sure to s …"
1766,1766,My @ FoxNews interview from yesterday discussing my recent meetings in Trump Tower and also @ GovChristie
1767,1767,Be sure to watch my wonderful wife Melania Trump tonight on @ QVC at 1AM EST
1768,1768,"No , I think Amash would make a wonderful candidate , especially since he is way behind in his district and has no ch …"
1769,1769,"Your most popular tweet answered , why I ' m holding off on a Presidential bid . . . # trumpvlog"
1770,1770,My @ FoxNews interview with @ gretawire discussing how @ BarackObama is delusional and how a 3rd party candidate can win .
1771,1771,I agree with Joe !
1772,1772,@ AmandaKnox is innocent . Italian government should pay for this travesty .
1773,1773,"The Dems are working hard to take the prized nomination away from Bernie . Back room politics , which Bernie is not v …"
1774,1774,"Kobe Bryant , despite being one of the truly great basketball players of all time , was just getting started in life . …"
1775,1775,Very cool . Please thank him !
